TotalGenerations	Demes	TotalKappa	migration	isGlobal	mutation	frequency	growth	s	r	z	replicates	Rescue	Error
4800.00000	16.00000	20000.00000	0.10000	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	16.00000	20000.00000	0.10000	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.38400	0.03953
4800.00000	16.00000	20000.00000	0.10000	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.29000	0.03688
4800.00000	16.00000	20000.00000	0.10000	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.43100	0.04025
4800.00000	16.00000	20000.00000	0.14678	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	16.00000	20000.00000	0.14678	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.29300	0.03699
4800.00000	16.00000	20000.00000	0.14678	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.27500	0.03629
4800.00000	16.00000	20000.00000	0.14678	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.48000	0.04060
4800.00000	16.00000	20000.00000	0.21544	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	16.00000	20000.00000	0.21544	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.24300	0.03486
4800.00000	16.00000	20000.00000	0.21544	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.23900	0.03466
4800.00000	16.00000	20000.00000	0.21544	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.49400	0.04063
4800.00000	16.00000	20000.00000	0.31623	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	16.00000	20000.00000	0.31623	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.08800	0.02302
4800.00000	16.00000	20000.00000	0.31623	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.22200	0.03378
